Code,Category,OrgCode,Parent,Stage,ParentCategory
11537,Wrong fixation of Pension,DLGLA,11534,3,Pension
11538,Due to Stepping of pay,DLGLA,11534,3,Pension
11539,Death of Employee,DLGLA,11535,3,Compassionate Appointment
11540,Head of the family,DLGLA,11535,3,Compassionate Appointment
11541,Stepping of pay,DLGLA,11536,3,Fixation of Pay
11542,MACP,DLGLA,11536,3,Fixation of Pay
11543,Independence Day Celebration related matters,MODEF,6431,3,Ceremonials ( Independence /Republic Day)
11544,Republic Day Parade/Beating retreat related matters,MODEF,6431,3,Ceremonials ( Independence /Republic Day)
11545,Service Matters-Promotion/Appointment/Transfer/Seniority/Pension,MODEF,6308,3,indian coast guard related
11546,Others/ Miscellaneous,MODEF,6308,3,indian coast guard related
11547,Appointment of Members in ITAT,DLGLA,11533,2,Department of Legal Affairs
11548,"Commercial Court Act, 2015",DLGLA,11533,2,Department of Legal Affairs
11549,Law Commission of India,DLGLA,11533,2,Department of Legal Affairs
11550,Train and Station related grievances (redirect to RailMadad),MORLY,2565,2,Railway
11551,Inspection side -1               Administrative matters,MODEF,6303,3,Sainik School related
11552,Inspection side -2               Administrative matters,MODEF,6303,3,Sainik School related
11553,Land Acquisition,MORLY,2565,2,Railway
11554,Vigilance related matters,MODEF,6300,2,Department of Defence
11555,Department of Commerce,DOCOM,,1,#N/A
11557,Vigilance matter related to MES,MODEF,11554,3,Vigilance related matters
11558,Construction of FOB/RUB/ROB,MORLY,2565,2,Railway
11559,Members Judicial,DLGLA,11547,3,Appointment of Members in ITAT
11560,Members Accounts,DLGLA,11547,3,Appointment of Members in ITAT
11561,Construction /Renovation of Railway lines or Bridges,MORLY,2565,2,Railway
11562,Pension,MORLY,2565,2,Railway
11563,Vigilance matter related to Border Roads Organisation,MODEF,11554,3,Vigilance related matters
11564,Others/ Miscellaneous,MODEF,11554,3,Vigilance related matters
11565,Pre Appointment,MORLY,2565,2,Railway
11566,Service matter,MORLY,2565,2,Railway
11567,International relations related issues,MODEF,6300,2,Department of Defence
11568,International issues related to Department of Defence,MODEF,11567,3,International relations related issues
11569,Others/ Miscellaneous,MODEF,11567,3,International relations related issues
11570,"Encroachment of FOB, ROB, RUB, LC Gate, Railway Premises",MORLY,2565,2,Railway
11571,Bribery and Corruption other than Train and station,MORLY,2565,2,Railway
11572,Complaint against staff other than Train and station,MORLY,2565,2,Railway
11573,Tender/Contract Matters,MORLY,2565,2,Railway
11574,Dismantling the Old Testament,DLGLA,11549,3,Law Commission of India
11575,Pension,DLGLA,11549,3,Law Commission of India
11576,Wrong fixation of pay,DLGLA,11549,3,Law Commission of India
11577,Issues related to Introduction/Extension/Stoppage of trains,MORLY,2565,2,Railway
11578,Miscellaneous,MORLY,2565,2,Railway
11579,Change of Rules,DLGLA,11548,3,"Commercial Court Act, 2015"
11580,Amendments,DLGLA,11548,3,"Commercial Court Act, 2015"
11584,The Advocate Act 1961,DLGLA,11533,2,Department of Legal Affairs
11585,The Advocates Welfare Fund Act 2001,DLGLA,11533,2,Department of Legal Affairs
11586,The Advocates Protection Act,DLGLA,11533,2,Department of Legal Affairs
11591,DARE (Department of Agricultural Research and Education),DOARE,11106,5,Administrative Cadre
11592,ICAR (Indian Council of Agricultural Research),DOARE,11106,5,Administrative Cadre
11593,CAU (Central Agricultural Universities),DOARE,11106,5,Administrative Cadre
11594,ASRB (Agricultural Scientist Recruitment Board),DOARE,11106,5,Administrative Cadre
11595,Prinicipal Scientist,DOARE,11107,5,Scientific Cadre
11596,Scientists and Senior Scientists,DOARE,11107,5,Scientific Cadre
11597,ICAR (Indian Council of Agricultural Research),DOARE,11595,6,Prinicipal Scientist
11598,ASRB (Agricultural Scientist Recruitment Board),DOARE,11595,6,Prinicipal Scientist
11599,Complaints against Advocates,DLGLA,11584,3,The Advocate Act 1961
11600,Complaints against Bar Council of India,DLGLA,11584,3,The Advocate Act 1961
11601,Legal Education,DLGLA,11584,3,The Advocate Act 1961
11602,"Suggestions regarding amendment in Advocate Act, 1961",DLGLA,11584,3,The Advocate Act 1961
11603,Exemption to the Advocates from toll tax at the toll point,DLGLA,11584,3,The Advocate Act 1961
11604,Separate window in the railway department for advocates,DLGLA,11584,3,The Advocate Act 1961
11605,Demand for Bar Rooms and Chambers for the Advocates,DLGLA,11584,3,The Advocate Act 1961
11618,To provide grants,DLGLA,11585,3,The Advocates Welfare Fund Act 2001
11619,Enactment of the Advocates Protection Act in India,DLGLA,11586,3,The Advocates Protection Act
11669,Law Officers Opinion,DLGLA,11533,2,Department of Legal Affairs
11776,Advice,DLGLA,11533,2,Department of Legal Affairs
11777,Copy of Advice/seeking advice,DLGLA,11776,3,Advice
11778,Other related references,DLGLA,11776,3,Advice
11867,Legal Education - Complaints against NLUs,DLGLA,11584,3,The Advocate Act 1961
11868,Reservation Matters,DLGLA,11584,3,The Advocate Act 1961
11869,Admission/Exams,DLGLA,11584,3,The Advocate Act 1961
11870,Financial Assistance to Advocates during Covid pandemic,DLGLA,11585,3,The Advocates Welfare Fund Act 2001
11871,Family Medical Insurance scheme for lawyers to fraternity,DLGLA,11585,3,The Advocates Welfare Fund Act 2001
11872,Stipend for the young lawyers to set up new offices,DLGLA,11585,3,The Advocates Welfare Fund Act 2001
11873,Grant for Advocate's Clerks,DLGLA,11585,3,The Advocates Welfare Fund Act 2001
11874,To create modern infrastructure in courts,DLGLA,11585,3,The Advocates Welfare Fund Act 2001
11883,Legislative Department,LGVED,,1,#N/A
11884,Constitution uploaded on India Code Portal,LGVED,11883,2,Legislative Department
11885,Amendment not updated,LGVED,11884,3,Constitution uploaded on India Code Portal
11886,Typographical error,LGVED,11884,3,Constitution uploaded on India Code Portal
11887,Appointment of contractual MTS,DLGLA,11533,2,Department of Legal Affairs
11888,Fixation of pension of MTS,DLGLA,11533,2,Department of Legal Affairs
11889,Non-payment of vendors,DLGLA,11533,2,Department of Legal Affairs
11890,Request for appointment being a poor person,DLGLA,11887,3,Appointment of contractual MTS
11891,Delay in payment,DLGLA,11889,3,Non-payment of vendors
11908,Ministry of Development of North Eastern Region,DONER,,1,#N/A
11909,Employee related,DONER,11908,2,Ministry of Development of North Eastern Region
11910,Issue of Notary License,DLGLA,11533,2,Department of Legal Affairs
11911,Renewal of Notary License,DLGLA,11533,2,Department of Legal Affairs
11912,Service related,DONER,11909,3,Employee related
11925,Pension related,DONER,11909,3,Employee related
11926,Vigilance related,DONER,11909,3,Employee related
11927,ILS Service Matter,DLGLA,11533,2,Department of Legal Affairs
11928,Amendment in Recruitment Rule of ILS,DLGLA,11533,2,Department of Legal Affairs
11929,General Central Service Matter (GCS),DLGLA,11533,2,Department of Legal Affairs
11930,Vigilance matter,DLGLA,11533,2,Department of Legal Affairs
11931,Transfer Travelling Allowance,DLGLA,11533,2,Department of Legal Affairs
11932,Retainers fee,DLGLA,11533,2,Department of Legal Affairs
11933,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11101,4,CAU (Central Agricultural Universities)
11934,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11101,4,CAU (Central Agricultural Universities)
11935,Central Agricultural University Imphal,DOARE,11101,4,CAU (Central Agricultural Universities)
11936,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11104,4,CAU (Central Agricultural Universities)
11937,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11104,4,CAU (Central Agricultural Universities)
11938,Central Agricultural University Imphal,DOARE,11104,4,CAU (Central Agricultural Universities)
11939,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11092,4,CAU (Central Agricultural Universities)
11940,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11092,4,CAU (Central Agricultural Universities)
11941,Central Agricultural University Imphal,DOARE,11092,4,CAU (Central Agricultural Universities)
11942,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11096,4,CAU (Central Agricultural Universities)
11943,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11096,4,CAU (Central Agricultural Universities)
11944,Central Agricultural University Imphal,DOARE,11096,4,CAU (Central Agricultural Universities)
11945,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11099,4,CAU (Central Agricultural Universities)
11946,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11099,4,CAU (Central Agricultural Universities)
11947,Central Agricultural University Imphal,DOARE,11099,4,CAU (Central Agricultural Universities)
11948,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11111,5,CAU (Central Agricultural Universities)
11949,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11111,5,CAU (Central Agricultural Universities)
11950,Central Agricultural University Imphal,DOARE,11111,5,CAU (Central Agricultural Universities)
11951,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11115,5,Central Agricultural Universities - other staff
11952,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11115,5,Central Agricultural Universities - other staff
11953,Central Agricultural University Imphal,DOARE,11115,5,Central Agricultural Universities - other staff
11954,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11118,5,Central Agricultural Universities
11955,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11118,5,Central Agricultural Universities
11956,Central Agricultural University Imphal,DOARE,11118,5,Central Agricultural Universities
11957,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11122,5,Central Agricultural Universities
11958,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11122,5,Central Agricultural Universities
11959,Central Agricultural University Imphal,DOARE,11122,5,Central Agricultural Universities
11960,"Dr. Rajendra Prasad Central Agricultural University, Pusa (Bihar)",DOARE,11593,6,CAU (Central Agricultural Universities)
11961,"Rani Laxmi Bai Central Agricultural University, Jhansi",DOARE,11593,6,CAU (Central Agricultural Universities)
11962,Central Agricultural University Imphal,DOARE,11593,6,CAU (Central Agricultural Universities)
11963,Early Disposal,DLGLA,11931,3,Transfer Travelling Allowance
11964,Early payment,DLGLA,11932,3,Retainers fee
11977,Appointment of Standing Council,DLGLA,11533,2,Department of Legal Affairs
11978,Court Case,DLGLA,11533,2,Department of Legal Affairs
11979,Prolonging the case,DLGLA,11978,3,Court Case
12002,Bank details provided,DLGLA,11932,3,Retainers fee
12003,Deposited on stipulated time,DLGLA,11931,3,Transfer Travelling Allowance
12004,Due to Stepping of pay,DLGLA,11888,3,Fixation of pension of MTS
12006,Interviewed but license not issued,DLGLA,11910,3,Issue of Notary License
12007,Fee deposited for renewal of notary license,DLGLA,11911,3,Renewal of Notary License
12008,To provide the copy of opinion,DLGLA,11669,3,Law Officers Opinion
12024,Engagement of Law Officers/ approved Panel Counsels for various cases.,DLGLA,11533,2,Department of Legal Affairs
12025,Payment of the fee bills of Counsels pertaining to Central Government and other participating Departments/ States,DLGLA,11533,2,Department of Legal Affairs
12032,"Ministry of Water Resources, River Development & Ganga Rejuv",MINWR,,1,#N/A
12033,Establishment Matters,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
12034,General Administration,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
12037,State Projects or Schemes related,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
12038,Pension matter of Income Tax Appellate Tribunal (ITAT),DLGLA,11533,2,Department of Legal Affairs
12039,Corruption at Benches of Income Tax Appellate Tribunal (ITAT),DLGLA,11533,2,Department of Legal Affairs
12040,Complaint regarding appointment of members in  Income Tax Appellate Tribunal (ITAT),DLGLA,11533,2,Department of Legal Affairs
12041,Complaint  regarding functioning of Benches in  Income Tax Appellate Tribunal (ITAT),DLGLA,11533,2,Department of Legal Affairs
12042,Wrong fixation of Pension,DLGLA,12038,3,Pension matter of Income Tax Appellate Tribunal (ITAT)
12176,"Appointment of VCs, Registrar, Deans, Nominees of Visitor and Representatives of Secretary (DARE)",DOARE,11593,6,CAU (Central Agricultural Universities)
12177,Not listing for herring on time,DLGLA,12039,3,Corruption at Benches of Income Tax Appellate Tribunal (ITAT)
12178,Pension/Retirement Benefits/Dues,MINWR,12033,3,Establishment Matters
12179,"Appointment of Chairperson, Members",DOARE,11594,6,ASRB (Agricultural Scientist Recruitment Board)
12180,Other staff matters,DOARE,11594,6,ASRB (Agricultural Scientist Recruitment Board)
12181,Wrong selection,DLGLA,12040,3,Complaint regarding appointment of members in  Income Tax Appellate Tribunal (ITAT)
12182,Bench is not working properly,DLGLA,12041,3,Complaint  regarding functioning of Benches in  Income Tax Appellate Tribunal (ITAT)
12183,Pay Fixation/ Increments,MINWR,12033,3,Establishment Matters
12232,Establishment-II,DOSAT,7618,5,Compassionate Appointment
12233,Establishment-I,DOSAT,7616,5,Service Matters of Group A Services
12234,Establishment-II,DOSAT,7617,5,Service Matters of Group B Services
12235,Pension Cell,DOSAT,7619,5,Pension Cell (Department of Science and Technology)
12236,Visiting Advanced Joint Research (VAJRA) Faculty Scheme,DOSAT,7340,3,Various Schemes/ Programmes of Department of Science and Technology
12237,Autonomous Institute Division,DOSAT,12236,4,Visiting Advanced Joint Research (VAJRA) Faculty Scheme
12238,Science and Engineering Research Board,DOSAT,12237,5,Autonomous Institute Division
12240,Administration NIAB,DBIOT,7236,2,Department of Bio Technology
12241,Administration NABI,DBIOT,7236,2,Department of Bio Technology
12242,Administration CDFD,DBIOT,7236,2,Department of Bio Technology
12243,Administration NBRC,DBIOT,7236,2,Department of Bio Technology
12244,Administration ILS,DBIOT,7236,2,Department of Bio Technology
12245,Administration NII,DBIOT,7236,2,Department of Bio Technology
12246,Administration NCCS,DBIOT,7236,2,Department of Bio Technology
12247,Administration BIBCOL,DBIOT,7236,2,Department of Bio Technology
12248,Administration IVCOL,DBIOT,7236,2,Department of Bio Technology
12249,Administration BIRAC,DBIOT,7236,2,Department of Bio Technology
12250,Administration IBSD,DBIOT,7236,2,Department of Bio Technology
12251,Administration NIPGR,DBIOT,7236,2,Department of Bio Technology
12252,Administration RGCB,DBIOT,7236,2,Department of Bio Technology
12253,Administration THSTI,DBIOT,7236,2,Department of Bio Technology
12254,Administration RCB,DBIOT,7236,2,Department of Bio Technology
12255,Administration NIBMG,DBIOT,7236,2,Department of Bio Technology
12256,Administration CIAB,DBIOT,7236,2,Department of Bio Technology
12257,Administration inStem,DBIOT,7236,2,Department of Bio Technology
12258,Recruitment,DBIOT,12247,3,Administration BIBCOL
12259,Pension/NPS,DBIOT,12247,3,Administration BIBCOL
12260,Service Matters,DBIOT,12247,3,Administration BIBCOL
12261,Purchase and Store,DBIOT,12247,3,Administration BIBCOL
12262,Outsourcing,DBIOT,12247,3,Administration BIBCOL
12263,Harassment cases,DBIOT,12247,3,Administration BIBCOL
12264,Corruption/Malpractices,DBIOT,12247,3,Administration BIBCOL
12265,Recruitment,DBIOT,12249,3,Administration BIRAC
12266,Pension/NPS,DBIOT,12249,3,Administration BIRAC
12267,Service Matters,DBIOT,12249,3,Administration BIRAC
12268,Purchase and Store,DBIOT,12249,3,Administration BIRAC
12269,Outsourcing,DBIOT,12249,3,Administration BIRAC
12270,Harassment cases,DBIOT,12249,3,Administration BIRAC
12271,Corruption/Malpractices,DBIOT,12249,3,Administration BIRAC
12272,Recruitment,DBIOT,12242,3,Administration CDFD
12273,Pension/NPS,DBIOT,12242,3,Administration CDFD
12274,Service Matters,DBIOT,12242,3,Administration CDFD
12275,Purchase and Store,DBIOT,12242,3,Administration CDFD
12276,Outsourcing,DBIOT,12242,3,Administration CDFD
12277,Harassment cases,DBIOT,12242,3,Administration CDFD
12278,Corruption/Malpractices,DBIOT,12242,3,Administration CDFD
12279,Recruitment,DBIOT,12256,3,Administration CIAB
12280,Pension/NPS,DBIOT,12256,3,Administration CIAB
12281,Service Matters,DBIOT,12256,3,Administration CIAB
12282,Purchase and Store,DBIOT,12256,3,Administration CIAB
12283,Outsourcing,DBIOT,12256,3,Administration CIAB
12284,Harassment cases,DBIOT,12256,3,Administration CIAB
12285,Corruption/Malpractices,DBIOT,12256,3,Administration CIAB
12286,Recruitment,DBIOT,12250,3,Administration IBSD
12287,Pension/NPS,DBIOT,12250,3,Administration IBSD
12288,Service Matters,DBIOT,12250,3,Administration IBSD
12289,Purchase and Store,DBIOT,12250,3,Administration IBSD
12290,Outsourcing,DBIOT,12250,3,Administration IBSD
12291,Harassment cases,DBIOT,12250,3,Administration IBSD
12292,Corruption/Malpractices,DBIOT,12250,3,Administration IBSD
12293,Recruitment,DBIOT,12244,3,Administration ILS
12294,Pension/NPS,DBIOT,12244,3,Administration ILS
12295,Service Matters,DBIOT,12244,3,Administration ILS
12296,Purchase and Store,DBIOT,12244,3,Administration ILS
12297,Outsourcing,DBIOT,12244,3,Administration ILS
12298,Harassment cases,DBIOT,12244,3,Administration ILS
12299,Corruption/Malpractices,DBIOT,12244,3,Administration ILS
12300,Recruitment,DBIOT,12257,3,Administration inStem
12301,Pension/NPS,DBIOT,12257,3,Administration inStem
12302,Service Matters,DBIOT,12257,3,Administration inStem
12303,Purchase and Store,DBIOT,12257,3,Administration inStem
12304,Outsourcing,DBIOT,12257,3,Administration inStem
12305,Harassment cases,DBIOT,12257,3,Administration inStem
12306,Corruption/Malpractices,DBIOT,12257,3,Administration inStem
12307,Recruitment,DBIOT,12248,3,Administration IVCOL
12308,Pension/NPS,DBIOT,12248,3,Administration IVCOL
12309,Service Matters,DBIOT,12248,3,Administration IVCOL
12310,Purchase and Store,DBIOT,12248,3,Administration IVCOL
12311,Outsourcing,DBIOT,12248,3,Administration IVCOL
12312,Harassment cases,DBIOT,12248,3,Administration IVCOL
12313,Corruption/Malpractices,DBIOT,12248,3,Administration IVCOL
12314,Recruitment,DBIOT,12241,3,Administration NABI
12315,Pension/NPS,DBIOT,12241,3,Administration NABI
12316,Service Matters,DBIOT,12241,3,Administration NABI
12317,Purchase and Store,DBIOT,12241,3,Administration NABI
12318,Outsourcing,DBIOT,12241,3,Administration NABI
12319,Harassment cases,DBIOT,12241,3,Administration NABI
12320,Corruption/Malpractices,DBIOT,12241,3,Administration NABI
12321,Recruitment,DBIOT,12243,3,Administration NBRC
12322,Pension/NPS,DBIOT,12243,3,Administration NBRC
12323,Service Matters,DBIOT,12243,3,Administration NBRC
12324,Purchase and Store,DBIOT,12243,3,Administration NBRC
12325,Outsourcing,DBIOT,12243,3,Administration NBRC
12326,Harassment cases,DBIOT,12243,3,Administration NBRC
12327,Corruption/Malpractices,DBIOT,12243,3,Administration NBRC
12328,Recruitment,DBIOT,12246,3,Administration NCCS
12329,Pension/NPS,DBIOT,12246,3,Administration NCCS
12330,Service Matters,DBIOT,12246,3,Administration NCCS
12331,Purchase and Store,DBIOT,12246,3,Administration NCCS
12332,Outsourcing,DBIOT,12246,3,Administration NCCS
12333,Harassment cases,DBIOT,12246,3,Administration NCCS
12334,Corruption/Malpractices,DBIOT,12246,3,Administration NCCS
12335,Recruitment,DBIOT,12240,3,Administration NIAB
12336,Pension/NPS,DBIOT,12240,3,Administration NIAB
12337,Service Matters,DBIOT,12240,3,Administration NIAB
12338,Purchase and Store,DBIOT,12240,3,Administration NIAB
12339,Outsourcing,DBIOT,12240,3,Administration NIAB
12340,Harassment cases,DBIOT,12240,3,Administration NIAB
12341,Corruption/Malpractices,DBIOT,12240,3,Administration NIAB
12342,Recruitment,DBIOT,12255,3,Administration NIBMG
12343,Pension/NPS,DBIOT,12255,3,Administration NIBMG
12344,Service Matters,DBIOT,12255,3,Administration NIBMG
12345,Purchase and Store,DBIOT,12255,3,Administration NIBMG
12346,Outsourcing,DBIOT,12255,3,Administration NIBMG
12347,Harassment cases,DBIOT,12255,3,Administration NIBMG
12348,Corruption/Malpractices,DBIOT,12255,3,Administration NIBMG
12349,Recruitment,DBIOT,12245,3,Administration NII
12350,Pension/NPS,DBIOT,12245,3,Administration NII
12351,Service Matters,DBIOT,12245,3,Administration NII
12352,Purchase and Store,DBIOT,12245,3,Administration NII
12353,Outsourcing,DBIOT,12245,3,Administration NII
12354,Harassment cases,DBIOT,12245,3,Administration NII
12355,Corruption/Malpractices,DBIOT,12245,3,Administration NII
12356,Recruitment,DBIOT,12251,3,Administration NIPGR
12357,Pension/NPS,DBIOT,12251,3,Administration NIPGR
12358,Service Matters,DBIOT,12251,3,Administration NIPGR
12359,Purchase and Store,DBIOT,12251,3,Administration NIPGR
12360,Outsourcing,DBIOT,12251,3,Administration NIPGR
12361,Harassment cases,DBIOT,12251,3,Administration NIPGR
12362,Corruption/Malpractices,DBIOT,12251,3,Administration NIPGR
12363,Recruitment,DBIOT,12254,3,Administration RCB
12364,Pension/NPS,DBIOT,12254,3,Administration RCB
12365,Service Matters,DBIOT,12254,3,Administration RCB
12366,Purchase and Store,DBIOT,12254,3,Administration RCB
12367,Outsourcing,DBIOT,12254,3,Administration RCB
12368,Harassment cases,DBIOT,12254,3,Administration RCB
12369,Corruption/Malpractices,DBIOT,12254,3,Administration RCB
12370,Recruitment,DBIOT,12252,3,Administration RGCB
12371,Pension/NPS,DBIOT,12252,3,Administration RGCB
12372,Service Matters,DBIOT,12252,3,Administration RGCB
12373,Purchase and Store,DBIOT,12252,3,Administration RGCB
12374,Outsourcing,DBIOT,12252,3,Administration RGCB
12375,Harassment cases,DBIOT,12252,3,Administration RGCB
12376,Corruption/Malpractices,DBIOT,12252,3,Administration RGCB
12377,Recruitment,DBIOT,12253,3,Administration THSTI
12378,Pension/NPS,DBIOT,12253,3,Administration THSTI
12379,Service Matters,DBIOT,12253,3,Administration THSTI
12380,Purchase and Store,DBIOT,12253,3,Administration THSTI
12381,Outsourcing,DBIOT,12253,3,Administration THSTI
12382,Harassment cases,DBIOT,12253,3,Administration THSTI
12383,Corruption/Malpractices,DBIOT,12253,3,Administration THSTI
12384,Ministry of Culture,DCLTR,,1,#N/A
12385,Archeological survey of india related matters,DCLTR,12384,2,Ministry of Culture
12494,Vigyan Jyoti programme,DOSAT,7340,3,Various Schemes/ Programmes of Department of Science and Technology
12495,KIRAN Division,DOSAT,12494,4,Vigyan Jyoti programme
13062,All matters related to Autonomus bodies,DHIND,6748,2,Department of Heavy Industry
13063,Purchase related,DHIND,9886,3,"Ministry Administration, Purchase and Procurement related"
13064,Administration related,DHIND,9886,3,"Ministry Administration, Purchase and Procurement related"
13125,Pension related,DHIND,13064,4,Administration related
13126,Retirement Benefits or other Dues,DHIND,13064,4,Administration related
13127,Others,DHIND,13064,4,Administration related
13128,Employment / Appointments / Compassionate Appointments,DHIND,13064,4,Administration related
13129,Outsourcing of Services,DHIND,13063,4,Purchase related
13130,Payment of Bills,DHIND,13063,4,Purchase related
13131,Tenders,DHIND,13063,4,Purchase related
13132,Contractual Employment matters,DHIND,13063,4,Purchase related
13133,Others,DHIND,13063,4,Purchase related
13182,Vigilance,DHIND,9886,3,"Ministry Administration, Purchase and Procurement related"
13183,Corruption,DHIND,13182,4,Vigilance
13184,Sexual Harassment,DHIND,13182,4,Vigilance
13257,NATRIP Implementation Society,DHIND,13062,3,All matters related to Autonomus bodies
13258,The Automotive Research Association of India (ARAI ),DHIND,13062,3,All matters related to Autonomus bodies
13259,Fluid Control Research Institute ( FCRI ),DHIND,13062,3,All matters related to Autonomus bodies
13260,Central Manufacturing Technology Institute,DHIND,13062,3,All matters related to Autonomus bodies
13261,Acts uploaded on India Code Portal,LGVED,11883,2,Legislative Department
13262,Amendment not updated,LGVED,13261,3,Acts uploaded on India Code Portal
13263,Typographical error,LGVED,13261,3,Acts uploaded on India Code Portal
13264,Other,LGVED,13261,3,Acts uploaded on India Code Portal
13265,Andrew Yule and Company Limited,DHIND,9887,3,All matters related to CPSEs
13266,Hindustan Cables Limited,DHIND,9887,3,All matters related to CPSEs
13267,The Braithwaite Burn and Jessop Construction Company Limited,DHIND,9887,3,All matters related to CPSEs
13268,Bridge and Roof Company (India) Limited,DHIND,9887,3,All matters related to CPSEs
13269,Heavy Engineering Corporation Limited,DHIND,9887,3,All matters related to CPSEs
13270,Scooters India Limited,DHIND,9887,3,All matters related to CPSEs
13271,NEPA Limited (under revival),DHIND,9887,3,All matters related to CPSEs
13272,Instrumentation Ltd,DHIND,9887,3,All matters related to CPSEs
13273,Rajasthan Electronics and Instruments Limited,DHIND,9887,3,All matters related to CPSEs
13274,HMT Limited,DHIND,9887,3,All matters related to CPSEs
13275,Bharat Heavy Electricals Limited,DHIND,9887,3,All matters related to CPSEs
13276,Cement Corporation of India Limited,DHIND,9887,3,All matters related to CPSEs
13277,Engineering Projects (India) Limited,DHIND,9887,3,All matters related to CPSEs
13278,Tyre Corporation of India Limited,DHIND,9887,3,All matters related to CPSEs
13279,Hindustan Paper Corporation Limited,DHIND,9887,3,All matters related to CPSEs
13280,Hindustan Newsprint Limited,DHIND,9887,3,All matters related to CPSEs
13281,Other CPSE,DHIND,9887,3,All matters related to CPSEs
13282,Bharat Pumps and Compressors Limited,DHIND,9887,3,All matters related to CPSEs
13283,Triveni Structural  Limited,DHIND,9887,3,All matters related to CPSEs
13284,PLI Scheme for National Programme on Advance Chemistry Cell  (ACC) Battery Storage,DHIND,9888,3,Projects or Schemes related
13285,FAME India Phase II,DHIND,9888,3,Projects or Schemes related
13286,GST Concession for PWDs,DHIND,9888,3,Projects or Schemes related
13287,Capital Goods Scheme,DHIND,9888,3,Projects or Schemes related
13288,Others,DHIND,9888,3,Projects or Schemes related
13289,PLI for Automobile and Auto Components,DHIND,9888,3,Projects or Schemes related
13291,E-Governance,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13352,Infrastructure Development,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13353,Information Education and Communication (IEC),MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13439,Issues related to Rivers,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13440,Floods,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13525,Ministry related,MOSTL,6688,2,Ministry of Steel
13526,CPSEs related,MOSTL,6688,2,Ministry of Steel
13587,Inter Governmental Water Treaty,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13636,Ground Water,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13637,Employee related,MOSTL,13526,3,CPSEs related
13638,Business related,MOSTL,13526,3,CPSEs related
13639,Legal matters /Court Cases,MOSTL,13526,3,CPSEs related
13688,Rain Water Harvesting,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13689,Agriculture and Irrigation,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13774,Water Resources Development and Management,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13775,Corruption related,MOSTL,13526,3,CPSEs related
13776,Harassment related,MOSTL,13526,3,CPSEs related
13777,COVID -19 related,MOSTL,13526,3,CPSEs related
13778,Other,MOSTL,13526,3,CPSEs related
13827,Dam Related Rehabilitation Issues,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13830,Other than retirement dues,MOSTL,13637,4,Employee related
13831,Harassment / Atrocities,MOSTL,13637,4,Employee related
13832,Compensation  in lieu of land acquired,MOSTL,13637,4,Employee related
13833,Compassionate appointment,MOSTL,13637,4,Employee related
13834,ST/SC/OBC related,MOSTL,13637,4,Employee related
13835,Other Miscellaneous,MOSTL,13637,4,Employee related
13836,Externally Aided Projects,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13837,NPCC Related,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
13838,WAPCOS Related,MINWR,12032,2,"Ministry of Water Resources, River Development & Ganga Rejuv"
